manudur,rikisfang,atvinnugrein,fjoldi
2015-06,Allir,"Fiskveiðar, -eldi og -vinnsla",446
2015-07,Allir,"Fiskveiðar, -eldi og -vinnsla",402
2015-08,Allir,"Fiskveiðar, -eldi og -vinnsla",383
2015-09,Allir,"Fiskveiðar, -eldi og -vinnsla",343
2015-10,Allir,"Fiskveiðar, -eldi og -vinnsla",362
2015-11,Allir,"Fiskveiðar, -eldi og -vinnsla",381
2015-12,Allir,"Fiskveiðar, -eldi og -vinnsla",449
2016-01,Allir,"Fiskveiðar, -eldi og -vinnsla",438
2016-02,Allir,"Fiskveiðar, -eldi og -vinnsla",376
2016-03,Allir,"Fiskveiðar, -eldi og -vinnsla",360
2016-04,Allir,"Fiskveiðar, -eldi og -vinnsla",339
2016-05,Allir,"Fiskveiðar, -eldi og -vinnsla",322
2016-06,Allir,"Fiskveiðar, -eldi og -vinnsla",317
2016-07,Allir,"Fiskveiðar, -eldi og -vinnsla",295
2016-08,Allir,"Fiskveiðar, -eldi og -vinnsla",284
2016-09,Allir,"Fiskveiðar, -eldi og -vinnsla",260
2016-10,Allir,"Fiskveiðar, -eldi og -vinnsla",288
2016-11,Allir,"Fiskveiðar, -eldi og -vinnsla",307
2016-12,Allir,"Fiskveiðar, -eldi og -vinnsla",1039
2017-01,Allir,"Fiskveiðar, -eldi og -vinnsla",1546
2017-02,Allir,"Fiskveiðar, -eldi og -vinnsla",561
2017-03,Allir,"Fiskveiðar, -eldi og -vinnsla",475
2017-04,Allir,"Fiskveiðar, -eldi og -vinnsla",401
2017-05,Allir,"Fiskveiðar, -eldi og -vinnsla",359
2017-06,Allir,"Fiskveiðar, -eldi og -vinnsla",367
2017-07,Allir,"Fiskveiðar, -eldi og -vinnsla",329
2017-08,Allir,"Fiskveiðar, -eldi og -vinnsla",312
2017-09,Allir,"Fiskveiðar, -eldi og -vinnsla",289
2017-10,Allir,"Fiskveiðar, -eldi og -vinnsla",288
2017-11,Allir,"Fiskveiðar, -eldi og -vinnsla",336
2017-12,Allir,"Fiskveiðar, -eldi og -vinnsla",354
2018-01,Allir,"Fiskveiðar, -eldi og -vinnsla",406
2018-02,Allir,"Fiskveiðar, -eldi og -vinnsla",375
2018-03,Allir,"Fiskveiðar, -eldi og -vinnsla",397
2018-04,Allir,"Fiskveiðar, -eldi og -vinnsla",368
2018-05,Allir,"Fiskveiðar, -eldi og -vinnsla",354
2018-06,Allir,"Fiskveiðar, -eldi og -vinnsla",341
2018-07,Allir,"Fiskveiðar, -eldi og -vinnsla",345
2018-08,Allir,"Fiskveiðar, -eldi og -vinnsla",354
2018-09,Allir,"Fiskveiðar, -eldi og -vinnsla",349
2018-10,Allir,"Fiskveiðar, -eldi og -vinnsla",353
2018-11,Allir,"Fiskveiðar, -eldi og -vinnsla",363
2018-12,Allir,"Fiskveiðar, -eldi og -vinnsla",443
2019-01,Allir,"Fiskveiðar, -eldi og -vinnsla",450
2019-02,Allir,"Fiskveiðar, -eldi og -vinnsla",430
2019-03,Allir,"Fiskveiðar, -eldi og -vinnsla",466
2019-04,Allir,"Fiskveiðar, -eldi og -vinnsla",483
2019-05,Allir,"Fiskveiðar, -eldi og -vinnsla",472
2019-06,Allir,"Fiskveiðar, -eldi og -vinnsla",506
2019-07,Allir,"Fiskveiðar, -eldi og -vinnsla",463
2019-08,Allir,"Fiskveiðar, -eldi og -vinnsla",446
2019-09,Allir,"Fiskveiðar, -eldi og -vinnsla",434
2019-10,Allir,"Fiskveiðar, -eldi og -vinnsla",462
2019-11,Allir,"Fiskveiðar, -eldi og -vinnsla",521
2019-12,Allir,"Fiskveiðar, -eldi og -vinnsla",554
2020-01,Allir,"Fiskveiðar, -eldi og -vinnsla",636
2020-02,Allir,"Fiskveiðar, -eldi og -vinnsla",606
2020-03,Allir,"Fiskveiðar, -eldi og -vinnsla",739
2020-04,Allir,"Fiskveiðar, -eldi og -vinnsla",1625
2020-05,Allir,"Fiskveiðar, -eldi og -vinnsla",1092
2020-06,Allir,"Fiskveiðar, -eldi og -vinnsla",960
2020-07,Allir,"Fiskveiðar, -eldi og -vinnsla",881
2020-08,Allir,"Fiskveiðar, -eldi og -vinnsla",856
2020-09,Allir,"Fiskveiðar, -eldi og -vinnsla",860
2020-10,Allir,"Fiskveiðar, -eldi og -vinnsla",920
2020-11,Allir,"Fiskveiðar, -eldi og -vinnsla",1026
2020-12,Allir,"Fiskveiðar, -eldi og -vinnsla",1121
2021-01,Allir,"Fiskveiðar, -eldi og -vinnsla",1103
2021-02,Allir,"Fiskveiðar, -eldi og -vinnsla",1010
2021-03,Allir,"Fiskveiðar, -eldi og -vinnsla",1002
2021-04,Allir,"Fiskveiðar, -eldi og -vinnsla",937
2021-05,Allir,"Fiskveiðar, -eldi og -vinnsla",856
2021-06,Allir,"Fiskveiðar, -eldi og -vinnsla",693
2021-07,Allir,"Fiskveiðar, -eldi og -vinnsla",649
2021-08,Allir,"Fiskveiðar, -eldi og -vinnsla",626
2021-09,Allir,"Fiskveiðar, -eldi og -vinnsla",598
2021-10,Allir,"Fiskveiðar, -eldi og -vinnsla",597
2021-11,Allir,"Fiskveiðar, -eldi og -vinnsla",617
2021-12,Allir,"Fiskveiðar, -eldi og -vinnsla",624
2022-01,Allir,"Fiskveiðar, -eldi og -vinnsla",621
2022-02,Allir,"Fiskveiðar, -eldi og -vinnsla",573
2022-03,Allir,"Fiskveiðar, -eldi og -vinnsla",561
2022-04,Allir,"Fiskveiðar, -eldi og -vinnsla",552
2022-05,Allir,"Fiskveiðar, -eldi og -vinnsla",426
2022-06,Allir,"Fiskveiðar, -eldi og -vinnsla",486
2022-07,Allir,"Fiskveiðar, -eldi og -vinnsla",483
2022-08,Allir,"Fiskveiðar, -eldi og -vinnsla",420
2022-09,Allir,"Fiskveiðar, -eldi og -vinnsla",357
2022-10,Allir,"Fiskveiðar, -eldi og -vinnsla",393
2022-11,Allir,"Fiskveiðar, -eldi og -vinnsla",408
2022-12,Allir,"Fiskveiðar, -eldi og -vinnsla",440
2023-01,Allir,"Fiskveiðar, -eldi og -vinnsla",458
2023-02,Allir,"Fiskveiðar, -eldi og -vinnsla",429
2023-03,Allir,"Fiskveiðar, -eldi og -vinnsla",409
2023-04,Allir,"Fiskveiðar, -eldi og -vinnsla",384
2023-05,Allir,"Fiskveiðar, -eldi og -vinnsla",418
2023-06,Allir,"Fiskveiðar, -eldi og -vinnsla",436
2023-07,Allir,"Fiskveiðar, -eldi og -vinnsla",425
2023-08,Allir,"Fiskveiðar, -eldi og -vinnsla",384
2023-09,Allir,"Fiskveiðar, -eldi og -vinnsla",393
2023-10,Allir,"Fiskveiðar, -eldi og -vinnsla",381
2023-11,Allir,"Fiskveiðar, -eldi og -vinnsla",405
2023-12,Allir,"Fiskveiðar, -eldi og -vinnsla",431
2024-01,Allir,"Fiskveiðar, -eldi og -vinnsla",422
2024-02,Allir,"Fiskveiðar, -eldi og -vinnsla",437
2024-03,Allir,"Fiskveiðar, -eldi og -vinnsla",419
2024-04,Allir,"Fiskveiðar, -eldi og -vinnsla",410
2024-05,Allir,"Fiskveiðar, -eldi og -vinnsla",424
2024-06,Allir,"Fiskveiðar, -eldi og -vinnsla",427
2024-07,Allir,"Fiskveiðar, -eldi og -vinnsla",427
2024-08,Allir,"Fiskveiðar, -eldi og -vinnsla",419
2024-09,Allir,"Fiskveiðar, -eldi og -vinnsla",399
2024-10,Allir,"Fiskveiðar, -eldi og -vinnsla",421
2024-11,Allir,"Fiskveiðar, -eldi og -vinnsla",391
2024-12,Allir,"Fiskveiðar, -eldi og -vinnsla",432
2025-01,Allir,"Fiskveiðar, -eldi og -vinnsla",456
2025-02,Allir,"Fiskveiðar, -eldi og -vinnsla",465
2025-03,Allir,"Fiskveiðar, -eldi og -vinnsla",447
2025-04,Allir,"Fiskveiðar, -eldi og -vinnsla",442
2025-05,Allir,"Fiskveiðar, -eldi og -vinnsla",394
2025-06,Allir,"Fiskveiðar, -eldi og -vinnsla",385
2025-07,Allir,"Fiskveiðar, -eldi og -vinnsla",396
2025-08,Allir,"Fiskveiðar, -eldi og -vinnsla",389
2025-09,Allir,"Fiskveiðar, -eldi og -vinnsla",339
2025-10,Allir,"Fiskveiðar, -eldi og -vinnsla",336
2025-11,Allir,"Fiskveiðar, -eldi og -vinnsla",363
2025-12,Allir,"Fiskveiðar, -eldi og -vinnsla",418
2026-01,Allir,"Fiskveiðar, -eldi og -vinnsla",407
2026-02,Allir,"Fiskveiðar, -eldi og -vinnsla",395
2026-03,Allir,"Fiskveiðar, -eldi og -vinnsla",415
2000-02,Allir,Iðnaður,394
2000-03,Allir,Iðnaður,350
2000-04,Allir,Iðnaður,343
2000-05,Allir,Iðnaður,271
2000-06,Allir,Iðnaður,258
2000-07,Allir,Iðnaður,234
2000-08,Allir,Iðnaður,229
2000-09,Allir,Iðnaður,185
2000-10,Allir,Iðnaður,219
2000-11,Allir,Iðnaður,296
2000-12,Allir,Iðnaður,333
2001-01,Allir,Iðnaður,395
2001-02,Allir,Iðnaður,381
2001-03,Allir,Iðnaður,339
2001-04,Allir,Iðnaður,352
2001-05,Allir,Iðnaður,290
2001-06,Allir,Iðnaður,249
2001-07,Allir,Iðnaður,238
2001-08,Allir,Iðnaður,230
2001-09,Allir,Iðnaður,265
2001-10,Allir,Iðnaður,322
2001-11,Allir,Iðnaður,393
2001-12,Allir,Iðnaður,458
2002-01,Allir,Iðnaður,549
2002-02,Allir,Iðnaður,586
2002-03,Allir,Iðnaður,596
2002-04,Allir,Iðnaður,572
2002-05,Allir,Iðnaður,533
2002-06,Allir,Iðnaður,507
2002-07,Allir,Iðnaður,482
2002-08,Allir,Iðnaður,430
2002-09,Allir,Iðnaður,403
2002-10,Allir,Iðnaður,442
2002-11,Allir,Iðnaður,553
2002-12,Allir,Iðnaður,620
2003-01,Allir,Iðnaður,730
2003-02,Allir,Iðnaður,783
2003-03,Allir,Iðnaður,767
2003-04,Allir,Iðnaður,722
2003-05,Allir,Iðnaður,625
2003-06,Allir,Iðnaður,583
2003-07,Allir,Iðnaður,536
2003-08,Allir,Iðnaður,472
2003-09,Allir,Iðnaður,463
2003-10,Allir,Iðnaður,503
2003-11,Allir,Iðnaður,584
2003-12,Allir,Iðnaður,647
2004-01,Allir,Iðnaður,659
2004-02,Allir,Iðnaður,663
2004-03,Allir,Iðnaður,615
2004-04,Allir,Iðnaður,577
2004-05,Allir,Iðnaður,584
2004-06,Allir,Iðnaður,524
2004-07,Allir,Iðnaður,495
2004-08,Allir,Iðnaður,480
2004-09,Allir,Iðnaður,454
2004-10,Allir,Iðnaður,447
2004-11,Allir,Iðnaður,486
2004-12,Allir,Iðnaður,524
2005-01,Allir,Iðnaður,537
2005-02,Allir,Iðnaður,493
2005-03,Allir,Iðnaður,441
2005-04,Allir,Iðnaður,389
2005-05,Allir,Iðnaður,364
2005-06,Allir,Iðnaður,352
2005-07,Allir,Iðnaður,343
2005-08,Allir,Iðnaður,273
2005-09,Allir,Iðnaður,242
2005-10,Allir,Iðnaður,282
2005-11,Allir,Iðnaður,294
2005-12,Allir,Iðnaður,302
2006-01,Allir,Iðnaður,318
2006-02,Allir,Iðnaður,296
2006-03,Allir,Iðnaður,282
2006-04,Allir,Iðnaður,279
2006-05,Allir,Iðnaður,238
2006-06,Allir,Iðnaður,226
2006-07,Allir,Iðnaður,222
2006-08,Allir,Iðnaður,180
2006-09,Allir,Iðnaður,161
2006-10,Allir,Iðnaður,167
2006-11,Allir,Iðnaður,180
2006-12,Allir,Iðnaður,196
2007-01,Allir,Iðnaður,207
2007-02,Allir,Iðnaður,209
2007-03,Allir,Iðnaður,204
2007-04,Allir,Iðnaður,203
2007-05,Allir,Iðnaður,183
2007-06,Allir,Iðnaður,154
2007-07,Allir,Iðnaður,142
2007-08,Allir,Iðnaður,129
2007-09,Allir,Iðnaður,126
2007-10,Allir,Iðnaður,115
2007-11,Allir,Iðnaður,132
2007-12,Allir,Iðnaður,136
2008-01,Allir,Iðnaður,150
2008-02,Allir,Iðnaður,179
2008-03,Allir,Iðnaður,194
2008-04,Allir,Iðnaður,182
2008-05,Allir,Iðnaður,174
2008-06,Allir,Iðnaður,175
2008-07,Allir,Iðnaður,172
2008-08,Allir,Iðnaður,199
2008-09,Allir,Iðnaður,223
2008-10,Allir,Iðnaður,347
2008-11,Allir,Iðnaður,603
2008-12,Allir,Iðnaður,983
2009-01,Allir,Iðnaður,1402
2009-02,Allir,Iðnaður,1828
2009-03,Allir,Iðnaður,1909
2009-04,Allir,Iðnaður,1752
2009-05,Allir,Iðnaður,1682
2009-06,Allir,Iðnaður,1505
2009-07,Allir,Iðnaður,1475
2009-08,Allir,Iðnaður,1405
2009-09,Allir,Iðnaður,1343
2009-10,Allir,Iðnaður,1412
2009-11,Allir,Iðnaður,1505
2009-12,Allir,Iðnaður,1557
2010-01,Allir,Iðnaður,1665
2010-02,Allir,Iðnaður,1735
2010-03,Allir,Iðnaður,1704
2010-04,Allir,Iðnaður,1612
2010-05,Allir,Iðnaður,1483
2010-06,Allir,Iðnaður,1318
2010-07,Allir,Iðnaður,1261
2010-08,Allir,Iðnaður,1220
2010-09,Allir,Iðnaður,1238
2010-10,Allir,Iðnaður,1318
2010-11,Allir,Iðnaður,1398
2010-12,Allir,Iðnaður,1432
2011-01,Allir,Iðnaður,1484
2011-02,Allir,Iðnaður,1460
2011-03,Allir,Iðnaður,1473
2011-04,Allir,Iðnaður,1389
2011-05,Allir,Iðnaður,1303
2011-06,Allir,Iðnaður,1169
2011-07,Allir,Iðnaður,1134
2011-08,Allir,Iðnaður,1113
2011-09,Allir,Iðnaður,1051
2011-10,Allir,Iðnaður,1096
2011-11,Allir,Iðnaður,1177
2011-12,Allir,Iðnaður,1220
2012-01,Allir,Iðnaður,1185
2012-02,Allir,Iðnaður,1179
2012-03,Allir,Iðnaður,1152
2012-04,Allir,Iðnaður,1051
2012-05,Allir,Iðnaður,946
2012-06,Allir,Iðnaður,824
2012-07,Allir,Iðnaður,776
2012-08,Allir,Iðnaður,789
2012-09,Allir,Iðnaður,749
2012-10,Allir,Iðnaður,787
2012-11,Allir,Iðnaður,851
2012-12,Allir,Iðnaður,876
2013-01,Allir,Iðnaður,873
2013-02,Allir,Iðnaður,858
2013-03,Allir,Iðnaður,844
2013-04,Allir,Iðnaður,775
2013-05,Allir,Iðnaður,731
2013-06,Allir,Iðnaður,646
2013-07,Allir,Iðnaður,650
2013-08,Allir,Iðnaður,628
2013-09,Allir,Iðnaður,605
2013-10,Allir,Iðnaður,613
2013-11,Allir,Iðnaður,640
2013-12,Allir,Iðnaður,659
2014-01,Allir,Iðnaður,706
2014-02,Allir,Iðnaður,704
2014-03,Allir,Iðnaður,691
2014-04,Allir,Iðnaður,672
2014-05,Allir,Iðnaður,594
2014-06,Allir,Iðnaður,553
2014-07,Allir,Iðnaður,549
2014-08,Allir,Iðnaður,527
2014-09,Allir,Iðnaður,482
2014-10,Allir,Iðnaður,526
2014-11,Allir,Iðnaður,553
2014-12,Allir,Iðnaður,564
2015-01,Allir,Iðnaður,603
2015-02,Allir,Iðnaður,594
2015-03,Allir,Iðnaður,600
2015-04,Allir,Iðnaður,592
2015-05,Allir,Iðnaður,503
2015-06,Allir,Iðnaður,455
2015-07,Allir,Iðnaður,441
2015-08,Allir,Iðnaður,403
2015-09,Allir,Iðnaður,396
2015-10,Allir,Iðnaður,420
2015-11,Allir,Iðnaður,405
2015-12,Allir,Iðnaður,416
2016-01,Allir,Iðnaður,430
2016-02,Allir,Iðnaður,426
2016-03,Allir,Iðnaður,423
2016-04,Allir,Iðnaður,403
2016-05,Allir,Iðnaður,362
2016-06,Allir,Iðnaður,342
2016-07,Allir,Iðnaður,342
2016-08,Allir,Iðnaður,342
2016-09,Allir,Iðnaður,326
2016-10,Allir,Iðnaður,334
2016-11,Allir,Iðnaður,357
2016-12,Allir,Iðnaður,370
2017-01,Allir,Iðnaður,422
2017-02,Allir,Iðnaður,415
2017-03,Allir,Iðnaður,399
2017-04,Allir,Iðnaður,385
2017-05,Allir,Iðnaður,351
2017-06,Allir,Iðnaður,347
2017-07,Allir,Iðnaður,381
2017-08,Allir,Iðnaður,362
2017-09,Allir,Iðnaður,336
2017-10,Allir,Iðnaður,342
2017-11,Allir,Iðnaður,352
2017-12,Allir,Iðnaður,371
2018-01,Allir,Iðnaður,422
2018-02,Allir,Iðnaður,421
2018-03,Allir,Iðnaður,447
2018-04,Allir,Iðnaður,429
2018-05,Allir,Iðnaður,429
2018-06,Allir,Iðnaður,413
2018-07,Allir,Iðnaður,414
2018-08,Allir,Iðnaður,424
2018-09,Allir,Iðnaður,408
2018-10,Allir,Iðnaður,435
2018-11,Allir,Iðnaður,480
2018-12,Allir,Iðnaður,493
2019-01,Allir,Iðnaður,549
2019-02,Allir,Iðnaður,579
2019-03,Allir,Iðnaður,607
2019-04,Allir,Iðnaður,603
2019-05,Allir,Iðnaður,602
2019-06,Allir,Iðnaður,602
2019-07,Allir,Iðnaður,614
2019-08,Allir,Iðnaður,608
2019-09,Allir,Iðnaður,605
2019-10,Allir,Iðnaður,644
2019-11,Allir,Iðnaður,710
2019-12,Allir,Iðnaður,745
2020-01,Allir,Iðnaður,855
2020-02,Allir,Iðnaður,848
2020-03,Allir,Iðnaður,1029
2020-04,Allir,Iðnaður,4255
2020-05,Allir,Iðnaður,2649
2020-06,Allir,Iðnaður,1738
2020-07,Allir,Iðnaður,1585
2020-08,Allir,Iðnaður,1589
2020-09,Allir,Iðnaður,1549
2020-10,Allir,Iðnaður,1688
2020-11,Allir,Iðnaður,1754
2020-12,Allir,Iðnaður,1808
2021-01,Allir,Iðnaður,1826
2021-02,Allir,Iðnaður,1805
2021-03,Allir,Iðnaður,1747
2021-04,Allir,Iðnaður,1765
2021-05,Allir,Iðnaður,1551
2021-06,Allir,Iðnaður,1122
2021-07,Allir,Iðnaður,1004
2021-08,Allir,Iðnaður,930
2021-09,Allir,Iðnaður,820
2021-10,Allir,Iðnaður,804
2021-11,Allir,Iðnaður,800
2021-12,Allir,Iðnaður,806
2022-01,Allir,Iðnaður,837
2022-02,Allir,Iðnaður,826
2022-03,Allir,Iðnaður,787
2022-04,Allir,Iðnaður,722
2022-05,Allir,Iðnaður,591
2022-06,Allir,Iðnaður,576
2022-07,Allir,Iðnaður,566
2022-08,Allir,Iðnaður,534
2022-09,Allir,Iðnaður,517
2022-10,Allir,Iðnaður,513
2022-11,Allir,Iðnaður,521
2022-12,Allir,Iðnaður,518
2023-01,Allir,Iðnaður,556
2023-02,Allir,Iðnaður,542
2023-03,Allir,Iðnaður,536
2023-04,Allir,Iðnaður,522
2023-05,Allir,Iðnaður,496
2023-06,Allir,Iðnaður,482
2023-07,Allir,Iðnaður,467
2023-08,Allir,Iðnaður,475
2023-09,Allir,Iðnaður,470
2023-10,Allir,Iðnaður,480
2023-11,Allir,Iðnaður,528
2023-12,Allir,Iðnaður,560
2024-01,Allir,Iðnaður,589
2024-02,Allir,Iðnaður,603
2024-03,Allir,Iðnaður,613
2024-04,Allir,Iðnaður,602
2024-05,Allir,Iðnaður,592
2024-06,Allir,Iðnaður,549
2024-07,Allir,Iðnaður,560
2024-08,Allir,Iðnaður,545
2024-09,Allir,Iðnaður,551
2024-10,Allir,Iðnaður,558
2024-11,Allir,Iðnaður,582
2024-12,Allir,Iðnaður,642
2025-01,Allir,Iðnaður,683
2025-02,Allir,Iðnaður,694
2025-03,Allir,Iðnaður,684
2025-04,Allir,Iðnaður,675
2025-05,Allir,Iðnaður,654
2025-06,Allir,Iðnaður,641
2025-07,Allir,Iðnaður,647
2025-08,Allir,Iðnaður,635
2025-09,Allir,Iðnaður,659
2025-10,Allir,Iðnaður,699
2025-11,Allir,Iðnaður,773
2025-12,Allir,Iðnaður,838
2026-01,Allir,Iðnaður,870
2026-02,Allir,Iðnaður,842
2026-03,Allir,Iðnaður,821
2000-02,Allir,Sorp og veitur,33
2000-03,Allir,Sorp og veitur,36
2000-04,Allir,Sorp og veitur,33
2000-05,Allir,Sorp og veitur,26
2000-06,Allir,Sorp og veitur,22
2000-07,Allir,Sorp og veitur,16
2000-08,Allir,Sorp og veitur,17
2000-09,Allir,Sorp og veitur,17
2000-10,Allir,Sorp og veitur,16
2000-11,Allir,Sorp og veitur,21
2000-12,Allir,Sorp og veitur,20
2001-01,Allir,Sorp og veitur,22
2001-02,Allir,Sorp og veitur,26
2001-03,Allir,Sorp og veitur,24
2001-04,Allir,Sorp og veitur,21
2001-05,Allir,Sorp og veitur,24
2001-06,Allir,Sorp og veitur,16
2001-07,Allir,Sorp og veitur,16
2001-08,Allir,Sorp og veitur,13
2001-09,Allir,Sorp og veitur,18
2001-10,Allir,Sorp og veitur,23
2001-11,Allir,Sorp og veitur,21
2001-12,Allir,Sorp og veitur,18
2002-01,Allir,Sorp og veitur,24
2002-02,Allir,Sorp og veitur,36
2002-03,Allir,Sorp og veitur,34
2002-04,Allir,Sorp og veitur,27
2002-05,Allir,Sorp og veitur,33
2002-06,Allir,Sorp og veitur,24
2002-07,Allir,Sorp og veitur,27
2002-08,Allir,Sorp og veitur,25
2002-09,Allir,Sorp og veitur,32
2002-10,Allir,Sorp og veitur,48
2002-11,Allir,Sorp og veitur,48
2002-12,Allir,Sorp og veitur,45
2003-01,Allir,Sorp og veitur,62
2003-02,Allir,Sorp og veitur,61
2003-03,Allir,Sorp og veitur,54
2003-04,Allir,Sorp og veitur,54
2003-05,Allir,Sorp og veitur,50
2003-06,Allir,Sorp og veitur,42
2003-07,Allir,Sorp og veitur,41
2003-08,Allir,Sorp og veitur,34
2003-09,Allir,Sorp og veitur,42
2003-10,Allir,Sorp og veitur,45
2003-11,Allir,Sorp og veitur,45
2003-12,Allir,Sorp og veitur,47
2004-01,Allir,Sorp og veitur,52
2004-02,Allir,Sorp og veitur,47
2004-03,Allir,Sorp og veitur,40
2004-04,Allir,Sorp og veitur,35
2004-05,Allir,Sorp og veitur,37
2004-06,Allir,Sorp og veitur,40
2004-07,Allir,Sorp og veitur,33
2004-08,Allir,Sorp og veitur,26
2004-09,Allir,Sorp og veitur,25
2004-10,Allir,Sorp og veitur,25
2004-11,Allir,Sorp og veitur,29
2004-12,Allir,Sorp og veitur,32
2005-01,Allir,Sorp og veitur,41
2005-02,Allir,Sorp og veitur,40
2005-03,Allir,Sorp og veitur,29
2005-04,Allir,Sorp og veitur,21
2005-05,Allir,Sorp og veitur,18
2005-06,Allir,Sorp og veitur,16
2005-07,Allir,Sorp og veitur,19
2005-08,Allir,Sorp og veitur,21
2005-09,Allir,Sorp og veitur,20
2005-10,Allir,Sorp og veitur,16
2005-11,Allir,Sorp og veitur,17
2005-12,Allir,Sorp og veitur,18
2006-01,Allir,Sorp og veitur,22
2006-02,Allir,Sorp og veitur,15
2006-03,Allir,Sorp og veitur,16
2006-04,Allir,Sorp og veitur,18
2006-05,Allir,Sorp og veitur,17
2006-06,Allir,Sorp og veitur,12
2006-07,Allir,Sorp og veitur,13
2006-08,Allir,Sorp og veitur,8
2006-09,Allir,Sorp og veitur,8
2006-10,Allir,Sorp og veitur,6
2006-11,Allir,Sorp og veitur,11
2006-12,Allir,Sorp og veitur,8
2007-01,Allir,Sorp og veitur,9
2007-02,Allir,Sorp og veitur,10
2007-03,Allir,Sorp og veitur,9
2007-04,Allir,Sorp og veitur,8
2007-05,Allir,Sorp og veitur,9
2007-06,Allir,Sorp og veitur,9
2007-07,Allir,Sorp og veitur,5
2007-08,Allir,Sorp og veitur,6
2007-09,Allir,Sorp og veitur,12
2007-10,Allir,Sorp og veitur,9
2007-11,Allir,Sorp og veitur,13
2007-12,Allir,Sorp og veitur,14
2008-01,Allir,Sorp og veitur,14
2008-02,Allir,Sorp og veitur,15
2008-03,Allir,Sorp og veitur,15
2008-04,Allir,Sorp og veitur,12
2008-05,Allir,Sorp og veitur,12
2008-06,Allir,Sorp og veitur,13
2008-07,Allir,Sorp og veitur,14
2008-08,Allir,Sorp og veitur,17
2008-09,Allir,Sorp og veitur,15
2008-10,Allir,Sorp og veitur,19
2008-11,Allir,Sorp og veitur,35
2008-12,Allir,Sorp og veitur,55
2009-01,Allir,Sorp og veitur,95
2009-02,Allir,Sorp og veitur,110
2009-03,Allir,Sorp og veitur,126
2009-04,Allir,Sorp og veitur,137
2009-05,Allir,Sorp og veitur,126
2009-06,Allir,Sorp og veitur,115
2009-07,Allir,Sorp og veitur,115
2009-08,Allir,Sorp og veitur,108
2009-09,Allir,Sorp og veitur,114
2009-10,Allir,Sorp og veitur,121
2009-11,Allir,Sorp og veitur,120
2009-12,Allir,Sorp og veitur,127
2010-01,Allir,Sorp og veitur,139
2010-02,Allir,Sorp og veitur,138
2010-03,Allir,Sorp og veitur,140
2010-04,Allir,Sorp og veitur,136
2010-05,Allir,Sorp og veitur,115
2010-06,Allir,Sorp og veitur,91
2010-07,Allir,Sorp og veitur,98
2010-08,Allir,Sorp og veitur,97
2010-09,Allir,Sorp og veitur,104
2010-10,Allir,Sorp og veitur,112
2010-11,Allir,Sorp og veitur,119
2010-12,Allir,Sorp og veitur,118
2011-01,Allir,Sorp og veitur,125
2011-02,Allir,Sorp og veitur,136
2011-03,Allir,Sorp og veitur,149
2011-04,Allir,Sorp og veitur,147
2011-05,Allir,Sorp og veitur,138
2011-06,Allir,Sorp og veitur,136
2011-07,Allir,Sorp og veitur,129
2011-08,Allir,Sorp og veitur,128
2011-09,Allir,Sorp og veitur,119
2011-10,Allir,Sorp og veitur,125
2011-11,Allir,Sorp og veitur,131
2011-12,Allir,Sorp og veitur,136
2012-01,Allir,Sorp og veitur,132
2012-02,Allir,Sorp og veitur,131
2012-03,Allir,Sorp og veitur,128
2012-04,Allir,Sorp og veitur,127
2012-05,Allir,Sorp og veitur,115
2012-06,Allir,Sorp og veitur,91
2012-07,Allir,Sorp og veitur,83
